Surah,Ayah,Text,Label
50,25,"""Who forbade what was good, transgressed all bounds, cast doubts and suspicions;",['forbiden_acts']
50,26,"""Who set up another god beside Allah: Throw him into a severe penalty.""",['pillars_of_faith']
50,27,"His Companion will say: ""Our Lord! I did not make him transgress, but he was (himself) far astray.""",['creation_and_creatures']
50,29,"""The Word changes not before Me, and I do not the least injustice to My Servants.""","['pillars_of_faith', 'forbiden_acts']"
50,31,"And the Garden will be brought nigh to the Righteous,- no more a thing distant.",['muslim_ethic']
50,33,"""Who feared (Allah) Most Gracious Unseen, and brought a heart turned in devotion (to Him):",['muslim_ethic']
50,34,"""Enter ye therein in Peace and Security; this is a Day of Eternal Life!""",['pillars_of_faith']
50,36,"But how many generations before them did We destroy (for their sins),- stronger in power than they? Then did they wander through the land: was there any place of escape (for them)?",['pillars_of_faith']
50,38,"We created the heavens and the earth and all between them in Six Days, nor did any sense of weariness touch Us.","['pillars_of_faith', 'people_of_the_book', 'creation_and_creatures']"
50,39,"Bear, then, with patience, all that they say, and celebrate the praises of thy Lord, before the rising of the sun and before (its) setting.","['mandatory_acts', 'muslim_ethic']"
50,43,Verily it is We Who give Life and Death; and to Us is the Final Goal-,['pillars_of_faith']
50,45,We know best what they say; and thou art not one to overawe them by force. So admonish with the Qur'an such as fear My Warning!,['foundations_of_the_laws']
51,3,And those that flow with ease and gentleness;,['science_in_the_quran']
51,4,And those that distribute and apportion by Command;-,['pillars_of_faith']
51,7,"By the Sky with (its) numerous Paths,",['science_in_the_quran']
51,10,"Woe to the falsehood-mongers,-",['forbiden_acts']
51,12,"They ask, ""When will be the Day of Judgment and Justice?""",['pillars_of_faith']
51,15,"As to the Righteous, they will be in the midst of Gardens and Springs,",['muslim_ethic']
51,16,"Taking joy in the things which their Lord gives them, because, before then, they lived a good life.",['muslim_ethic']
51,18,"And in the hour of early dawn, they (were found) praying for Forgiveness;","['pillars_of_faith', 'mandatory_acts']"
51,19,"And in their wealth and possessions (was remembered) the right of the (needy,) him who asked, and him who (for some reason) was prevented (from asking).",['mandatory_acts']
51,22,"And in heaven is your Sustenance, as (also) that which ye are promised.",['pillars_of_faith']
51,23,"Then, by the Lord of heaven and earth, this is the very Truth, as much as the fact that ye can speak intelligently to each other.",['pillars_of_faith']
51,24,"Has the story reached thee, of the honoured guests of Abraham?","['pillars_of_faith', 'muslim_ethic']"
51,30,"They said, ""Even so has thy Lord spoken: and He is full of Wisdom and Knowledge.""",['pillars_of_faith']
51,33,"""To bring on, on them, (a shower of) stones of clay (brimstone),","['pillars_of_faith', 'forbiden_acts']"
51,36,But We found not there any just (Muslim) persons except in one house:,['pillars_of_faith']
51,39,"But (Pharaoh) turned back with his Chiefs, and said, ""A sorcerer, or one possessed!""",['forbiden_acts']
51,41,"And in the 'Ad (people) (was another Sign): Behold, We sent against them the devastating Wind:",['pillars_of_faith']
51,43,"And in the Thamud (was another Sign): Behold, they were told, ""Enjoy (your brief day) for a little while!""",['forbiden_acts']
51,44,"But they insolently defied the Command of their Lord: So the stunning noise (of an earthquake) seized them, even while they were looking on.",['pillars_of_faith']
51,46,So were the People of Noah before them for they wickedly transgressed.,['forbiden_acts']
51,47,With power and skill did We construct the Firmament: for it is We Who create the vastness of pace.,['science_in_the_quran']
51,48,And We have spread out the (spacious) earth: How excellently We do spread out!,"['pillars_of_faith', 'creation_and_creatures']"
51,49,And of every thing We have created pairs: That ye may receive instruction.,"['pillars_of_faith', 'creation_and_creatures', 'science_in_the_quran']"
51,51,"And make not another an object of worship with Allah: I am from Him a Warner to you, clear and open!",['forbiden_acts']
51,52,"Similarly, no messenger came to the Peoples before them, but they said (of him) in like manner, ""A sorcerer, or one possessed""!",['forbiden_acts']
51,53,"Is this the legacy they have transmitted, one to another? Nay, they are themselves a people transgressing beyond bounds!",['forbiden_acts']
51,56,"I have only created Jinns and men, that they may serve Me.","['pillars_of_faith', 'creation_and_creatures']"
51,57,"No Sustenance do I require of them, nor do I require that they should feed Me.",['pillars_of_faith']
51,59,"For the Wrong-doers, their portion is like unto the portion of their fellows (of earlier generations): then let them not ask Me to hasten (that portion)!",['forbiden_acts']
51,60,"Woe, then, to the Unbelievers, on account of that Day of theirs which they have been promised!",['forbiden_acts']
52,5,By the Canopy Raised High;,['science_in_the_quran']
52,9,On the Day when the firmament will be in dreadful commotion.,['pillars_of_faith']
52,12,That play (and paddle) in shallow trifles.,['forbiden_acts']
52,14,"""This:, it will be said, ""Is the Fire,- which ye were wont to deny!",['forbiden_acts']
52,15,"""Is this then a fake, or is it ye that do not see?",['forbiden_acts']
52,17,"As to the Righteous, they will be in Gardens, and in Happiness,-","['pillars_of_faith', 'muslim_ethic']"
52,21,"And those who believe and whose families follow them in Faith,- to them shall We join their families: Nor shall We deprive them (of the fruit) of aught of their works: (Yet) is each individual in pledge for his deeds.",['foundations_of_the_laws']
52,23,"They shall there exchange, one with another, a (loving) cup free of frivolity, free of all taint of ill.",['forbiden_acts']
52,27,"""But Allah has been good to us, and has delivered us from the Penalty of the Scorching Wind.",['pillars_of_faith']
52,29,"Therefore proclaim thou the praises (of thy Lord): for by the Grace of thy Lord, thou art no (vulgar) soothsayer, nor art thou one possessed.",['pillars_of_faith']
52,32,"Is it that their faculties of understanding urge them to this, or are they but a people transgressing beyond bounds?",['forbiden_acts']
52,34,"Let them then produce a recital like unto it,- If (it be) they speak the truth!",['muslim_ethic']
52,35,"Were they created of nothing, or were they themselves the creators?",['creation_and_creatures']
52,37,"Or are the Treasures of thy Lord with them, or are they the managers (of affairs)?",['pillars_of_faith']
52,39,Or has He only daughters and ye have sons?,['creation_and_creatures']
52,42,Or do they intend a plot (against thee)? But those who defy Allah are themselves involved in a Plot!,['forbiden_acts']
52,44,"Were they to see a piece of the sky falling (on them), they would (only) say: ""Clouds gathered in heaps!""",['science_in_the_quran']
52,45,"So leave them alone until they encounter that Day of theirs, wherein they shall (perforce) swoon (with terror),-",['pillars_of_faith']
52,47,"And verily, for those who do wrong, there is another punishment besides this: But most of them understand not.",['forbiden_acts']
52,48,"Now await in patience the command of thy Lord: for verily thou art in Our eyes: and celebrate the praises of thy Lord the while thou standest forth,","['mandatory_acts', 'muslim_ethic']"
53,1,"By the Star when it goes down,-","['pillars_of_faith', 'science_in_the_quran']"
53,13,"For indeed he saw him at a second descent,","['pillars_of_faith', 'forbiden_acts']"
53,21,"What! for you the male sex, and for Him, the female?",['creation_and_creatures']
53,23,"These are nothing but names which ye have devised,- ye and your fathers,- for which Allah has sent down no authority (whatever). They follow nothing but conjecture and what their own souls desire!- Even though there has already come to them Guidance from their Lord!","['pillars_of_faith', 'forbiden_acts']"
53,25,But it is to Allah that the End and the Beginning (of all things) belong.,['pillars_of_faith']
